"","n","std_dev","ula","lla","LoA_width","upper_95CI_bias","lower_95CI_bias","width_95CI_bias","ula_conf_u","ula_conf_l","ula_width","lla_conf_u","lla_conf_l","lla_width"
"433",34,8,15.68,-15.68,31.36,2.03451529744934,-2.03451529744934,4.06903059489868,20.514728775003,10.845271224997,9.66945755000602,-10.845271224997,-20.514728775003,9.66945755000602
"434",35,8,15.68,-15.68,31.36,2.03224450931772,-2.03224450931772,4.06448901863544,20.4398421557418,10.9201578442582,9.5196843114836,-10.9201578442582,-20.4398421557418,9.5196843114836
"435",36,8,15.68,-15.68,31.36,2.03010792825034,-2.03010792825034,4.06021585650068,20.3683334354373,10.9916665645627,9.37666687087463,-10.9916665645627,-20.3683334354373,9.37666687087463
"436",37,8,15.68,-15.68,31.36,2.02809400098045,-2.02809400098045,4.0561880019609,20.2999559292039,11.0600440707961,9.2399118584077,-11.0600440707961,-20.2999559292039,9.2399118584077
"437",38,8,15.68,-15.68,31.36,2.02619246302911,-2.02619246302911,4.05238492605822,20.2344874697764,11.1255125302236,9.10897493955278,-11.1255125302236,-20.2344874697764,9.10897493955278
"438",39,8,15.68,-15.68,31.36,2.02439416391197,-2.02439416391197,4.04878832782394,20.1717273598367,11.1882726401633,8.98345471967342,-11.1882726401633,-20.1717273598367,8.98345471967342
"439",40,8,15.68,-15.68,31.36,2.02269092003676,-2.02269092003676,4.04538184007352,20.11149377506,11.24850622494,8.8629875501201,-11.24850622494,-20.11149377506,8.8629875501201
"440",41,8,15.68,-15.68,31.36,2.02107539030627,-2.02107539030627,4.04215078061255,20.0536215411507,11.3063784588493,8.74724308230142,-11.3063784588493,-20.0536215411507,8.74724308230142
"441",42,8,15.68,-15.68,31.36,2.01954097044138,-2.01954097044138,4.03908194088275,19.9979602228255,11.3620397771745,8.63592044565095,-11.3620397771745,-19.9979602228255,8.63592044565095
"442",43,8,15.68,-15.68,31.36,2.01808170281844,-2.01808170281844,4.03616340563689,19.9443724742856,11.4156275257144,8.52874494857116,-11.4156275257144,-19.9443724742856,8.52874494857116
"443",44,8,15.68,-15.68,31.36,2.01669219922782,-2.01669219922782,4.03338439845565,19.8927326099086,11.4672673900914,8.4254652198173,-11.4672673900914,-19.8927326099086,8.4254652198173
"444",45,8,15.68,-15.68,31.36,2.01536757444376,-2.01536757444376,4.03073514888753,19.8429253612305,11.5170746387695,8.32585072246094,-11.5170746387695,-19.8429253612305,8.32585072246094
"445",46,8,15.68,-15.68,31.36,2.01410338888085,-2.01410338888085,4.02820677776169,19.7948447921796,11.5651552078204,8.22968958435911,-11.5651552078204,-19.7948447921796,8.22968958435911
"446",47,8,15.68,-15.68,31.36,2.01289559891943,-2.01289559891943,4.02579119783886,19.7483933492872,11.6116066507128,8.13678669857442,-11.6116066507128,-19.7483933492872,8.13678669857442
"447",48,8,15.68,-15.68,31.36,2.01174051372977,-2.01174051372977,4.02348102745953,19.7034810274595,11.6565189725405,8.04696205491906,-11.6565189725405,-19.7034810274595,8.04696205491906
"448",49,8,15.68,-15.68,31.36,2.01063475762423,-2.01063475762423,4.02126951524846,19.6600246350504,11.6999753649496,7.96004927010081,-11.6999753649496,-19.6600246350504,7.96004927010081
"449",50,8,15.68,-15.68,31.36,2.00957523712924,-2.00957523712924,4.01915047425848,19.6179471445593,11.7420528554407,7.87589428911863,-11.7420528554407,-19.6179471445593,7.87589428911863
"450",51,8,15.68,-15.68,31.36,2.00855911210076,-2.00855911210076,4.01711822420152,19.5771771174062,11.7828228825938,7.79435423481248,-11.7828228825938,-19.5771771174062,7.79435423481248
"451",52,8,15.68,-15.68,31.36,2.00758377031584,-2.00758377031584,4.01516754063167,19.5376481929968,11.8223518070032,7.71529638599354,-11.8223518070032,-19.5376481929968,7.71529638599354
"452",53,8,15.68,-15.68,31.36,2.00664680506169,-2.00664680506169,4.01329361012338,19.499298633753,11.860701366247,7.63859726750601,-11.860701366247,-19.499298633753,7.63859726750601
"453",54,8,15.68,-15.68,31.36,2.00574599531787,-2.00574599531787,4.01149199063574,19.4620709190054,11.8979290809946,7.5641418380108,-11.8979290809946,-19.4620709190054,7.5641418380108
"454",55,8,15.68,-15.68,31.36,2.00487928818806,-2.00487928818806,4.00975857637611,19.4259113816617,11.9340886183383,7.4918227633234,-11.9340886183383,-19.4259113816617,7.4918227633234
"455",56,8,15.68,-15.68,31.36,2.00404478328915,-2.00404478328915,4.00808956657829,19.3907698824268,11.9692301175732,7.42153976485367,-11.9692301175732,-19.3907698824268,7.42153976485367
"456",57,8,15.68,-15.68,31.36,2.00324071884787,-2.00324071884787,4.00648143769574,19.356599517071,12.003400482929,7.35319903414202,-12.003400482929,-19.356599517071,7.35319903414202
"457",58,8,15.68,-15.68,31.36,2.00246545929101,-2.00246545929101,4.00493091858201,19.3233563528548,12.0366436471452,7.28671270570965,-12.0366436471452,-19.3233563528548,7.28671270570965
"458",59,8,15.68,-15.68,31.36,2.00171748414524,-2.00171748414524,4.00343496829047,19.2909991907398,12.0690008092602,7.22199838147959,-12.0690008092602,-19.2909991907398,7.22199838147959
"459",60,8,15.68,-15.68,31.36,2.00099537808827,-2.00099537808827,4.00199075617653,19.2594893504546,12.1005106495454,7.15897870090921,-12.1005106495454,-19.2594893504546,7.15897870090921
"460",10,9,17.64,-17.64,35.28,2.2621571627982,-2.2621571627982,4.52431432559641,28.7913105601782,6.48868943982183,22.3026211203563,-6.48868943982183,-28.7913105601782,22.3026211203563
"461",11,9,17.64,-17.64,35.28,2.22813885198627,-2.22813885198627,4.45627770397255,28.1124680894349,7.16753191056507,20.9449361788699,-7.16753191056507,-28.1124680894349,20.9449361788699
"462",12,9,17.64,-17.64,35.28,2.20098516009164,-2.20098516009164,4.40197032018328,27.5444332204124,7.73556677958763,19.8088664408248,-7.73556677958763,-27.5444332204124,19.8088664408248
"463",13,9,17.64,-17.64,35.28,2.17881282966723,-2.17881282966723,4.35762565933446,27.0600104493392,8.21998955066082,18.8400208986784,-8.21998955066082,-27.0600104493392,18.8400208986784
"464",14,9,17.64,-17.64,35.28,2.16036865646279,-2.16036865646279,4.32073731292558,26.6405072628234,8.63949273717656,18.0010145256469,-8.63949273717656,-26.6405072628234,18.0010145256469
"465",15,9,17.64,-17.64,35.28,2.1447866879178,-2.1447866879178,4.28957337583561,26.2725998965575,9.0074001034425,17.265199793115,-9.0074001034425,-26.2725998965575,17.265199793115
"466",16,9,17.64,-17.64,35.28,2.13144954555978,-2.13144954555978,4.26289909111955,25.946502540028,9.33349745997197,16.6130050800561,-9.33349745997197,-25.946502540028,16.6130050800561
"467",17,9,17.64,-17.64,35.28,2.11990529922125,-2.11990529922125,4.23981059844251,25.6548451604174,9.62515483958261,16.0296903208348,-9.62515483958261,-25.6548451604174,16.0296903208348
"468",18,9,17.64,-17.64,35.28,2.10981557783332,-2.10981557783332,4.21963115566663,25.3919574256003,9.88804257439969,15.5039148512006,-9.88804257439969,-25.3919574256003,15.5039148512006
"469",19,9,17.64,-17.64,35.28,2.10092204024104,-2.10092204024104,4.20184408048208,25.15339589932,10.12660410068,15.02679179864,-10.12660410068,-25.15339589932,15.02679179864
"470",20,9,17.64,-17.64,35.28,2.09302405440831,-2.09302405440831,4.18604810881662,24.9356225753414,10.3443774246586,14.5912451506828,-10.3443774246586,-24.9356225753414,14.5912451506828
"471",21,9,17.64,-17.64,35.28,2.08596344726586,-2.08596344726586,4.17192689453173,24.7357806755612,10.5442193244388,14.1915613511224,-10.5442193244388,-24.7357806755612,14.1915613511224
"472",22,9,17.64,-17.64,35.28,2.07961384472768,-2.07961384472768,4.15922768945536,24.5515347578374,10.7284652421626,13.8230695156748,-10.7284652421626,-24.5515347578374,13.8230695156748
"473",23,9,17.64,-17.64,35.28,2.07387306790403,-2.07387306790403,4.14774613580805,24.3809544187231,10.8990455812769,13.4819088374463,-10.8990455812769,-24.3809544187231,13.4819088374463
"474",24,9,17.64,-17.64,35.28,2.06865761041905,-2.06865761041905,4.1373152208381,24.2224282092621,11.0575717907379,13.1648564185242,-11.0575717907379,-24.2224282092621,13.1648564185242
"475",25,9,17.64,-17.64,35.28,2.06389856162803,-2.06389856162803,4.12779712325605,24.0745989067345,11.2054010932655,12.869197813469,-11.2054010932655,-24.0745989067345,12.869197813469
"476",26,9,17.64,-17.64,35.28,2.0595385527533,-2.0595385527533,4.1190771055066,23.9363141513885,11.3436858486115,12.592628302777,-11.3436858486115,-23.9363141513885,12.592628302777
"477",27,9,17.64,-17.64,35.28,2.05552943864287,-2.05552943864287,4.11105887728575,23.8065883159286,11.4734116840714,12.3331766318572,-11.4734116840714,-23.8065883159286,12.3331766318572
"478",28,9,17.64,-17.64,35.28,2.05183051648029,-2.05183051648029,4.10366103296057,23.6845727067801,11.5954272932199,12.0891454135602,-11.5954272932199,-23.6845727067801,12.0891454135602
"479",29,9,17.64,-17.64,35.28,2.04840714179524,-2.04840714179524,4.09681428359049,23.5695320275588,11.7104679724412,11.8590640551177,-11.7104679724412,-23.5695320275588,11.8590640551177
"480",30,9,17.64,-17.64,35.28,2.0452296421327,-2.0452296421327,4.09045928426541,23.4608256065074,11.8191743934926,11.6416512130148,-11.8191743934926,-23.4608256065074,11.6416512130148
"481",31,9,17.64,-17.64,35.28,2.04227245630124,-2.04227245630124,4.08454491260248,23.3578922885897,11.9221077114103,11.4357845771793,-11.9221077114103,-23.3578922885897,11.4357845771793
"482",32,9,17.64,-17.64,35.28,2.03951344639641,-2.03951344639641,4.07902689279282,23.2602381756184,12.0197618243816,11.2404763512368,-12.0197618243816,-23.2602381756184,11.2404763512368
"483",33,9,17.64,-17.64,35.28,2.0369333434601,-2.0369333434601,4.0738666869202,23.1674266008174,12.1125733991826,11.0548532016348,-12.1125733991826,-23.1674266008174,11.0548532016348
"484",34,9,17.64,-17.64,35.28,2.03451529744934,-2.03451529744934,4.06903059489868,23.0790698718784,12.2009301281216,10.8781397437568,-12.2009301281216,-23.0790698718784,10.8781397437568
"485",35,9,17.64,-17.64,35.28,2.03224450931772,-2.03224450931772,4.06448901863544,22.9948224252095,12.2851775747905,10.7096448504191,-12.2851775747905,-22.9948224252095,10.7096448504191
"486",36,9,17.64,-17.64,35.28,2.03010792825034,-2.03010792825034,4.06021585650068,22.914375114867,12.365624885133,10.548750229734,-12.365624885133,-22.914375114867,10.548750229734
"487",37,9,17.64,-17.64,35.28,2.02809400098045,-2.02809400098045,4.0561880019609,22.8374504203543,12.4425495796457,10.3949008407087,-12.4425495796457,-22.8374504203543,10.3949008407087
"488",38,9,17.64,-17.64,35.28,2.02619246302911,-2.02619246302911,4.05238492605822,22.7637984034984,12.5162015965016,10.2475968069969,-12.5162015965016,-22.7637984034984,10.2475968069969
"489",39,9,17.64,-17.64,35.28,2.02439416391197,-2.02439416391197,4.04878832782394,22.6931932798163,12.5868067201837,10.1063865596326,-12.5868067201837,-22.6931932798163,10.1063865596326
"490",40,9,17.64,-17.64,35.28,2.02269092003676,-2.02269092003676,4.04538184007352,22.6254304969426,12.6545695030574,9.97086099388511,-12.6545695030574,-22.6254304969426,9.97086099388511
"491",41,9,17.64,-17.64,35.28,2.02107539030627,-2.02107539030627,4.04215078061255,22.5603242337945,12.7196757662055,9.8406484675891,-12.7196757662055,-22.5603242337945,9.8406484675891
"492",42,9,17.64,-17.64,35.28,2.01954097044138,-2.01954097044138,4.03908194088275,22.4977052506787,12.7822947493213,9.71541050135733,-12.7822947493213,-22.4977052506787,9.71541050135733
"493",43,9,17.64,-17.64,35.28,2.01808170281844,-2.01808170281844,4.03616340563689,22.4374190335713,12.8425809664287,9.59483806714255,-12.8425809664287,-22.4374190335713,9.59483806714255
"494",44,9,17.64,-17.64,35.28,2.01669219922782,-2.01669219922782,4.03338439845565,22.3793241861472,12.9006758138528,9.47864837229446,-12.9006758138528,-22.3793241861472,9.47864837229446
"495",45,9,17.64,-17.64,35.28,2.01536757444376,-2.01536757444376,4.03073514888753,22.3232910313843,12.9567089686157,9.36658206276856,-12.9567089686157,-22.3232910313843,9.36658206276856
"496",46,9,17.64,-17.64,35.28,2.01410338888085,-2.01410338888085,4.02820677776169,22.269200391202,13.010799608798,9.258400782404,-13.010799608798,-22.269200391202,9.258400782404
"497",47,9,17.64,-17.64,35.28,2.01289559891943,-2.01289559891943,4.02579119783886,22.2169425179481,13.0630574820519,9.15388503589622,-13.0630574820519,-22.2169425179481,9.15388503589622
"498",48,9,17.64,-17.64,35.28,2.01174051372977,-2.01174051372977,4.02348102745953,22.166416155892,13.113583844108,9.05283231178394,-13.113583844108,-22.166416155892,9.05283231178394
"499",49,9,17.64,-17.64,35.28,2.01063475762423,-2.01063475762423,4.02126951524846,22.1175277144317,13.1624722855683,8.95505542886341,-13.1624722855683,-22.1175277144317,8.95505542886341
"500",50,9,17.64,-17.64,35.28,2.00957523712924,-2.00957523712924,4.01915047425848,22.0701905376292,13.2098094623708,8.86038107525846,-13.2098094623708,-22.0701905376292,8.86038107525846
"501",51,9,17.64,-17.64,35.28,2.00855911210076,-2.00855911210076,4.01711822420152,22.024324257082,13.255675742918,8.76864851416404,-13.255675742918,-22.024324257082,8.76864851416404
"502",52,9,17.64,-17.64,35.28,2.00758377031584,-2.00758377031584,4.01516754063167,21.9798542171214,13.3001457828786,8.67970843424273,-13.3001457828786,-21.9798542171214,8.67970843424273
"503",53,9,17.64,-17.64,35.28,2.00664680506169,-2.00664680506169,4.01329361012338,21.9367109629721,13.3432890370279,8.59342192594426,-13.3432890370279,-21.9367109629721,8.59342192594426
"504",54,9,17.64,-17.64,35.28,2.00574599531787,-2.00574599531787,4.01149199063574,21.8948297838811,13.3851702161189,8.50965956776216,-13.3851702161189,-21.8948297838811,8.50965956776216
"505",55,9,17.64,-17.64,35.28,2.00487928818806,-2.00487928818806,4.00975857637611,21.8541503043694,13.4258496956306,8.42830060873882,-13.4258496956306,-21.8541503043694,8.42830060873882
"506",56,9,17.64,-17.64,35.28,2.00404478328915,-2.00404478328915,4.00808956657829,21.8146161177302,13.4653838822698,8.34923223546038,-13.4653838822698,-21.8146161177302,8.34923223546038
"507",57,9,17.64,-17.64,35.28,2.00324071884787,-2.00324071884787,4.00648143769574,21.7761744567049,13.5038255432951,8.27234891340977,-13.5038255432951,-21.7761744567049,8.27234891340977
"508",58,9,17.64,-17.64,35.28,2.00246545929101,-2.00246545929101,4.00493091858201,21.7387758969617,13.5412241030383,8.19755179392335,-13.5412241030383,-21.7387758969617,8.19755179392335
"509",59,9,17.64,-17.64,35.28,2.00171748414524,-2.00171748414524,4.00343496829047,21.7023740895823,13.5776259104177,8.12474817916454,-13.5776259104177,-21.7023740895823,8.12474817916454
"510",60,9,17.64,-17.64,35.28,2.00099537808827,-2.00099537808827,4.00199075617653,21.6669255192614,13.6130744807386,8.05385103852286,-13.6130744807386,-21.6669255192614,8.05385103852286
"511",10,10,19.6,-19.6,39.2,2.2621571627982,-2.2621571627982,4.52431432559641,31.9903450668646,7.20965493313537,24.7806901337293,-7.20965493313537,-31.9903450668646,24.7806901337293
"512",11,10,19.6,-19.6,39.2,2.22813885198627,-2.22813885198627,4.45627770397255,31.2360756549277,7.9639243450723,23.2721513098554,-7.9639243450723,-31.2360756549277,23.2721513098554
"513",12,10,19.6,-19.6,39.2,2.20098516009164,-2.20098516009164,4.40197032018328,30.6049258004582,8.59507419954181,22.0098516009164,-8.59507419954181,-30.6049258004582,22.0098516009164
"514",13,10,19.6,-19.6,39.2,2.17881282966723,-2.17881282966723,4.35762565933446,30.0666782770435,9.13332172295647,20.9333565540871,-9.13332172295647,-30.0666782770435,20.9333565540871
"515",14,10,19.6,-19.6,39.2,2.16036865646279,-2.16036865646279,4.32073731292558,29.6005636253594,9.59943637464063,20.0011272507188,-9.59943637464063,-29.6005636253594,20.0011272507188
"516",15,10,19.6,-19.6,39.2,2.1447866879178,-2.1447866879178,4.28957337583561,29.1917776628417,10.0082223371583,19.1835553256833,-10.0082223371583,-29.1917776628417,19.1835553256833
"517",16,10,19.6,-19.6,39.2,2.13144954555978,-2.13144954555978,4.26289909111955,28.8294472666978,10.3705527333022,18.4588945333956,-10.3705527333022,-28.8294472666978,18.4588945333956
"518",17,10,19.6,-19.6,39.2,2.11990529922125,-2.11990529922125,4.23981059844251,28.5053835115749,10.6946164884251,17.8107670231498,-10.6946164884251,-28.5053835115749,17.8107670231498
"519",18,10,19.6,-19.6,39.2,2.10981557783332,-2.10981557783332,4.21963115566663,28.2132860284448,10.9867139715552,17.2265720568896,-10.9867139715552,-28.2132860284448,17.2265720568896
"520",19,10,19.6,-19.6,39.2,2.10092204024104,-2.10092204024104,4.20184408048208,27.9482176659111,11.2517823340889,16.6964353318222,-11.2517823340889,-27.9482176659111,16.6964353318222
"521",20,10,19.6,-19.6,39.2,2.09302405440831,-2.09302405440831,4.18604810881662,27.7062473059349,11.4937526940651,16.2124946118698,-11.4937526940651,-27.7062473059349,16.2124946118698
"522",21,10,19.6,-19.6,39.2,2.08596344726586,-2.08596344726586,4.17192689453173,27.4842007506235,11.7157992493765,15.7684015012471,-11.7157992493765,-27.4842007506235,15.7684015012471
"523",22,10,19.6,-19.6,39.2,2.07961384472768,-2.07961384472768,4.15922768945536,27.2794830642638,11.9205169357362,15.3589661285276,-11.9205169357362,-27.2794830642638,15.3589661285276
"524",23,10,19.6,-19.6,39.2,2.07387306790403,-2.07387306790403,4.14774613580805,27.0899493541368,12.1100506458632,14.9798987082737,-12.1100506458632,-27.0899493541368,14.9798987082737
"525",24,10,19.6,-19.6,39.2,2.06865761041905,-2.06865761041905,4.1373152208381,26.9138091214023,12.2861908785977,14.6276182428047,-12.2861908785977,-26.9138091214023,14.6276182428047
"526",25,10,19.6,-19.6,39.2,2.06389856162803,-2.06389856162803,4.12779712325605,26.7495543408161,12.4504456591839,14.2991086816323,-12.4504456591839,-26.7495543408161,14.2991086816323
"527",26,10,19.6,-19.6,39.2,2.0595385527533,-2.0595385527533,4.1190771055066,26.5959046126539,12.6040953873461,13.9918092253077,-12.6040953873461,-26.5959046126539,13.9918092253077
"528",27,10,19.6,-19.6,39.2,2.05552943864287,-2.05552943864287,4.11105887728575,26.4517647954762,12.7482352045238,13.7035295909525,-12.7482352045238,-26.4517647954762,13.7035295909525
"529",28,10,19.6,-19.6,39.2,2.05183051648029,-2.05183051648029,4.10366103296057,26.3161918964223,12.8838081035777,13.4323837928446,-12.8838081035777,-26.3161918964223,13.4323837928446
"530",29,10,19.6,-19.6,39.2,2.04840714179524,-2.04840714179524,4.09681428359049,26.1883689195098,13.0116310804902,13.1767378390197,-13.0116310804902,-26.1883689195098,13.1767378390197
"531",30,10,19.6,-19.6,39.2,2.0452296421327,-2.0452296421327,4.09045928426541,26.0675840072304,13.1324159927696,12.9351680144608,-13.1324159927696,-26.0675840072304,12.9351680144608
"532",31,10,19.6,-19.6,39.2,2.04227245630124,-2.04227245630124,4.08454491260248,25.9532136539885,13.2467863460115,12.706427307977,-13.2467863460115,-25.9532136539885,12.706427307977
"533",32,10,19.6,-19.6,39.2,2.03951344639641,-2.03951344639641,4.07902689279282,25.8447090840205,13.3552909159795,12.4894181680409,-13.3552909159795,-25.8447090840205,12.4894181680409
"534",33,10,19.6,-19.6,39.2,2.0369333434601,-2.0369333434601,4.0738666869202,25.7415851120194,13.4584148879807,12.2831702240387,-13.4584148879807,-25.7415851120194,12.2831702240387
"535",34,10,19.6,-19.6,39.2,2.03451529744934,-2.03451529744934,4.06903059489868,25.6434109687538,13.5565890312462,12.0868219375075,-13.5565890312462,-25.6434109687538,12.0868219375075
"536",35,10,19.6,-19.6,39.2,2.03224450931772,-2.03224450931772,4.06448901863544,25.5498026946773,13.6501973053227,11.8996053893545,-13.6501973053227,-25.5498026946773,11.8996053893545
"537",36,10,19.6,-19.6,39.2,2.03010792825034,-2.03010792825034,4.06021585650068,25.4604167942966,13.7395832057034,11.7208335885933,-13.7395832057034,-25.4604167942966,11.7208335885933
"538",37,10,19.6,-19.6,39.2,2.02809400098045,-2.02809400098045,4.0561880019609,25.3749449115048,13.8250550884952,11.5498898230096,-13.8250550884952,-25.3749449115048,11.5498898230096
"539",38,10,19.6,-19.6,39.2,2.02619246302911,-2.02619246302911,4.05238492605822,25.2931093372205,13.9068906627795,11.386218674441,-13.9068906627795,-25.2931093372205,11.386218674441
"540",39,10,19.6,-19.6,39.2,2.02439416391197,-2.02439416391197,4.04878832782394,25.2146591997959,13.9853408002041,11.2293183995918,-13.9853408002041,-25.2146591997959,11.2293183995918
"541",40,10,19.6,-19.6,39.2,2.02269092003676,-2.02269092003676,4.04538184007352,25.1393672188251,14.0606327811749,11.0787344376501,-14.0606327811749,-25.1393672188251,11.0787344376501
"542",41,10,19.6,-19.6,39.2,2.02107539030627,-2.02107539030627,4.04215078061255,25.0670269264384,14.1329730735616,10.9340538528768,-14.1329730735616,-25.0670269264384,10.9340538528768
"543",42,10,19.6,-19.6,39.2,2.01954097044138,-2.01954097044138,4.03908194088275,24.9974502785319,14.2025497214682,10.7949005570637,-14.2025497214682,-24.9974502785319,10.7949005570637
"544",43,10,19.6,-19.6,39.2,2.01808170281844,-2.01808170281844,4.03616340563689,24.930465592857,14.269534407143,10.6609311857139,-14.269534407143,-24.930465592857,10.6609311857139
"545",44,10,19.6,-19.6,39.2,2.01669219922782,-2.01669219922782,4.03338439845565,24.8659157623858,14.3340842376142,10.5318315247716,-14.3340842376142,-24.8659157623858,10.5318315247716
"546",45,10,19.6,-19.6,39.2,2.01536757444376,-2.01536757444376,4.03073514888753,24.8036567015381,14.3963432984619,10.4073134030762,-14.3963432984619,-24.8036567015381,10.4073134030762
"547",46,10,19.6,-19.6,39.2,2.01410338888085,-2.01410338888085,4.02820677776169,24.7435559902244,14.4564440097756,10.2871119804489,-14.4564440097756,-24.7435559902244,10.2871119804489
"548",47,10,19.6,-19.6,39.2,2.01289559891943,-2.01289559891943,4.02579119783886,24.685491686609,14.514508313391,10.170983373218,-14.514508313391,-24.685491686609,10.170983373218
"549",48,10,19.6,-19.6,39.2,2.01174051372977,-2.01174051372977,4.02348102745953,24.6293512843244,14.5706487156756,10.0587025686488,-14.5706487156756,-24.6293512843244,10.0587025686488
"550",49,10,19.6,-19.6,39.2,2.01063475762423,-2.01063475762423,4.02126951524846,24.575030793813,14.624969206187,9.95006158762601,-14.624969206187,-24.575030793813,9.95006158762601
"551",50,10,19.6,-19.6,39.2,2.00957523712924,-2.00957523712924,4.01915047425848,24.5224339306991,14.6775660693009,9.84486786139829,-14.6775660693009,-24.5224339306991,9.84486786139829
"552",51,10,19.6,-19.6,39.2,2.00855911210076,-2.00855911210076,4.01711822420152,24.4714713967578,14.7285286032422,9.7429427935156,-14.7285286032422,-24.4714713967578,9.7429427935156
"553",52,10,19.6,-19.6,39.2,2.00758377031584,-2.00758377031584,4.01516754063167,24.422060241246,14.777939758754,9.64412048249193,-14.777939758754,-24.422060241246,9.64412048249193
"554",53,10,19.6,-19.6,39.2,2.00664680506169,-2.00664680506169,4.01329361012338,24.3741232921913,14.8258767078087,9.54824658438251,-14.8258767078087,-24.3741232921913,9.54824658438251
"555",54,10,19.6,-19.6,39.2,2.00574599531787,-2.00574599531787,4.01149199063574,24.3275886487568,14.8724113512432,9.45517729751351,-14.8724113512432,-24.3275886487568,9.45517729751351
"556",55,10,19.6,-19.6,39.2,2.00487928818806,-2.00487928818806,4.00975857637611,24.2823892270771,14.9176107729229,9.36477845415425,-14.9176107729229,-24.2823892270771,9.36477845415425
"557",56,10,19.6,-19.6,39.2,2.00404478328915,-2.00404478328915,4.00808956657829,24.2384623530335,14.9615376469665,9.27692470606709,-14.9615376469665,-24.2384623530335,9.27692470606709
"558",57,10,19.6,-19.6,39.2,2.00324071884787,-2.00324071884787,4.00648143769574,24.1957493963388,15.0042506036612,9.19149879267753,-15.0042506036612,-24.1957493963388,9.19149879267753
"559",58,10,19.6,-19.6,39.2,2.00246545929101,-2.00246545929101,4.00493091858201,24.1541954410685,15.0458045589315,9.10839088213706,-15.0458045589315,-24.1541954410685,9.10839088213706
"560",59,10,19.6,-19.6,39.2,2.00171748414524,-2.00171748414524,4.00343496829047,24.1137489884247,15.0862510115753,9.02749797684949,-15.0862510115753,-24.1137489884247,9.02749797684949
"561",60,10,19.6,-19.6,39.2,2.00099537808827,-2.00099537808827,4.00199075617653,24.0743616880683,15.1256383119317,8.94872337613652,-15.1256383119317,-24.0743616880683,8.94872337613652
"562",10,11,21.56,-21.56,43.12,2.2621571627982,-2.2621571627982,4.52431432559641,35.1893795735511,7.9306204264489,27.2587591471022,-7.9306204264489,-35.1893795735511,27.2587591471022
"563",11,11,21.56,-21.56,43.12,2.22813885198627,-2.22813885198627,4.45627770397255,34.3596832204205,8.76031677957952,25.5993664408409,-8.76031677957952,-34.3596832204205,25.5993664408409
"564",12,11,21.56,-21.56,43.12,2.20098516009164,-2.20098516009164,4.40197032018328,33.665418380504,9.45458161949599,24.210836761008,-9.45458161949599,-33.665418380504,24.210836761008
"565",13,11,21.56,-21.56,43.12,2.17881282966723,-2.17881282966723,4.35762565933446,33.0733461047479,10.0466538952521,23.0266922094958,-10.0466538952521,-33.0733461047479,23.0266922094958
"566",14,11,21.56,-21.56,43.12,2.16036865646279,-2.16036865646279,4.32073731292558,32.5606199878953,10.5593800121047,22.0012399757906,-10.5593800121047,-32.5606199878953,22.0012399757906
"567",15,11,21.56,-21.56,43.12,2.1447866879178,-2.1447866879178,4.28957337583561,32.1109554291258,11.0090445708742,21.1019108582517,-11.0090445708742,-32.1109554291258,21.1019108582517
"568",16,11,21.56,-21.56,43.12,2.13144954555978,-2.13144954555978,4.26289909111955,31.7123919933676,11.4076080066324,20.3047839867352,-11.4076080066324,-31.7123919933676,20.3047839867352
"569",17,11,21.56,-21.56,43.12,2.11990529922125,-2.11990529922125,4.23981059844251,31.3559218627324,11.7640781372676,19.5918437254647,-11.7640781372676,-31.3559218627324,19.5918437254647
"570",18,11,21.56,-21.56,43.12,2.10981557783332,-2.10981557783332,4.21963115566663,31.0346146312893,12.0853853687107,18.9492292625785,-12.0853853687107,-31.0346146312893,18.9492292625785
"571",19,11,21.56,-21.56,43.12,2.10092204024104,-2.10092204024104,4.20184408048208,30.7430394325022,12.3769605674978,18.3660788650044,-12.3769605674978,-30.7430394325022,18.3660788650044
"572",20,11,21.56,-21.56,43.12,2.09302405440831,-2.09302405440831,4.18604810881662,30.4768720365284,12.6431279634716,17.8337440730568,-12.6431279634716,-30.4768720365284,17.8337440730568
"573",21,11,21.56,-21.56,43.12,2.08596344726586,-2.08596344726586,4.17192689453173,30.2326208256859,12.8873791743141,17.3452416513718,-12.8873791743141,-30.2326208256859,17.3452416513718
"574",22,11,21.56,-21.56,43.12,2.07961384472768,-2.07961384472768,4.15922768945536,30.0074313706902,13.1125686293098,16.8948627413803,-13.1125686293098,-30.0074313706902,16.8948627413803
"575",23,11,21.56,-21.56,43.12,2.07387306790403,-2.07387306790403,4.14774613580805,29.7989442895505,13.3210557104495,16.477888579101,-13.3210557104495,-29.7989442895505,16.477888579101
"576",24,11,21.56,-21.56,43.12,2.06865761041905,-2.06865761041905,4.1373152208381,29.6051900335426,13.5148099664574,16.0903800670851,-13.5148099664574,-29.6051900335426,16.0903800670851
"577",25,11,21.56,-21.56,43.12,2.06389856162803,-2.06389856162803,4.12779712325605,29.4245097748977,13.6954902251023,15.7290195497955,-13.6954902251023,-29.4245097748977,15.7290195497955
"578",26,11,21.56,-21.56,43.12,2.0595385527533,-2.0595385527533,4.1190771055066,29.2554950739193,13.8645049260807,15.3909901478385,-13.8645049260807,-29.2554950739193,15.3909901478385
"579",27,11,21.56,-21.56,43.12,2.05552943864287,-2.05552943864287,4.11105887728575,29.0969412750239,14.0230587249761,15.0738825500477,-14.0230587249761,-29.0969412750239,15.0738825500477
